k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 		k 	 samples 	 personas 	 tK 	 tTodos 	 tCentro 	 hitsTodos 	 hitsCentro 
49	10	11	309.482	0.057078	0.055112	1	0.181818		49	10	21	263.859	0.113368	0.105475	1	0.333333		49	10	41	261.8	0.241775	0.210413	1	0.585366		49	1	11	1954.74	0.010275	0.010307	0.909091	0.909091		49	1	21	667.401	0.02027	0.020378	0.714286	0.714286		49	1	41	354.379	0.041358	0.041568	0.634146	0.634146		49	3	11	757.919	0.020751	0.020371	1	1		49	3	21	223.49	0.04098	0.039353	1	1		49	3	41	319.246	0.086633	0.079755	0.341463	0.341463		49	5	11	250.712	0.031087	0.030249	1	1		49	5	21	270.486	0.062299	0.058664	0.285714	0.285714		49	5	41	269.513	0.129354	0.115709	0.439024	0.365854		49	7	11	260.158	0.042347	0.04102	1	1		49	7	21	258.97	0.082515	0.077186	0.571429	0.380952		49	7	41	328.082	0.173958	0.152648	0.463415	0.536585		49	9	11	312.987	0.055382	0.053593	0.818182	0.454545		49	9	21	355.236	0.103671	0.096564	0.380952	0.238095		49	9	41	291.038	0.217141	0.18959	0.536585	0.414634
50	10	11	323.499	0.058259	0.056243	1	0.181818		50	10	21	276.913	0.115718	0.107489	1	0.380952		50	10	41	276.054	0.246097	0.214409	1	0.682927		50	1	11	2017.29	0.010608	0.010663	0.909091	0.909091		50	1	21	671.718	0.020669	0.020792	0.761905	0.761905		50	1	41	415.801	0.042089	0.042314	0.634146	0.634146		50	3	11	819.305	0.021888	0.021505	1	1		50	3	21	226.953	0.041888	0.0402	1	1		50	3	41	326.828	0.08713	0.080288	0.341463	0.341463		50	5	11	259.34	0.031789	0.030942	1	1		50	5	21	274.107	0.0631	0.059547	0.285714	0.238095		50	5	41	277.918	0.132012	0.117981	0.390244	0.414634		50	7	11	265.853	0.043285	0.041914	1	1		50	7	21	270.16	0.084012	0.078636	0.571429	0.285714		50	7	41	342.038	0.177138	0.155432	0.463415	0.560976		50	9	11	319.455	0.056926	0.055114	0.818182	0.454545		50	9	21	367.803	0.105366	0.098192	0.380952	0.190476		50	9	41	298.369	0.221104	0.1933	0.560976	0.439024
51	10	11	330.456	0.059611	0.05758	1	0.181818		51	10	21	301.709	0.117871	0.109645	1	0.333333		51	10	41	281.061	0.250847	0.218903	1	0.658537		51	1	11	2079.96	0.010751	0.010803	0.909091	0.909091		51	1	21	733.156	0.021068	0.021186	0.761905	0.761905		51	1	41	477.223	0.04288	0.043021	0.634146	0.634146		51	3	11	838.974	0.021674	0.021292	1	1		51	3	21	229.897	0.042571	0.04092	1	1		51	3	41	337.368	0.088825	0.08185	0.365854	0.365854		51	5	11	261.684	0.032396	0.03155	1	1		51	5	21	288.75	0.064291	0.060749	0.285714	0.190476		51	5	41	285.879	0.134455	0.120352	0.365854	0.439024		51	7	11	269.69	0.044161	0.042773	1	1		51	7	21	275.499	0.085622	0.080116	0.47619	0.285714		51	7	41	354.848	0.181192	0.159204	0.512195	0.536585		51	9	11	324.628	0.059973	0.057957	0.818182	0.454545		51	9	21	399.66	0.107209	0.100018	0.380952	0.238095		51	9	41	308.686	0.225281	0.197118	0.609756	0.512195
52	10	11	335.345	0.060767	0.058721	1	0.181818		52	10	21	363.134	0.120649	0.111913	1	0.285714		52	10	41	288.322	0.255672	0.223043	1	0.756098		52	1	11	2141.62	0.010674	0.010727	0.909091	0.909091		52	1	21	794.594	0.021547	0.021664	0.761905	0.761905		52	1	41	484.708	0.043713	0.043907	0.634146	0.634146		52	3	11	900.424	0.022019	0.021614	1	1		52	3	21	231.575	0.043312	0.04164	1	1		52	3	41	349.385	0.090348	0.08328	0.365854	0.390244		52	5	11	264.596	0.033	0.032138	1	1		52	5	21	308.462	0.065426	0.061707	0.285714	0.238095		52	5	41	293.295	0.137742	0.122935	0.390244	0.414634		52	7	11	289.763	0.044541	0.043177	1	1		52	7	21	297.123	0.087431	0.081772	0.571429	0.285714		52	7	41	358.45	0.183223	0.161661	0.536585	0.512195		52	9	11	334.944	0.059365	0.057513	0.818182	0.454545		52	9	21	403.074	0.10945	0.102062	0.428571	0.285714		52	9	41	320.224	0.23051	0.201117	0.609756	0.560976
53	10	11	347.965	0.061492	0.05941	1	0.181818		53	10	21	367.889	0.12255	0.113753	1	0.380952		53	10	41	302.669	0.260644	0.227645	1	0.804878		53	1	11	2203.3	0.010843	0.010899	0.909091	0.909091		53	1	21	798.875	0.022267	0.022376	0.714286	0.714286		53	1	41	546.137	0.044584	0.04478	0.634146	0.634146		53	3	11	961.909	0.022413	0.022005	1	1		53	3	21	235.269	0.044285	0.042549	1	1		53	3	41	357.349	0.093615	0.086436	0.365854	0.439024		53	5	11	265.936	0.033676	0.032807	1	1		53	5	21	313.737	0.067206	0.063421	0.285714	0.333333		53	5	41	305.425	0.139604	0.124719	0.390244	0.414634		53	7	11	294.657	0.045645	0.044296	1	1		53	7	21	300.592	0.089196	0.083524	0.571429	0.333333		53	7	41	405.205	0.187087	0.165234	0.512195	0.487805		53	9	11	341.183	0.061256	0.059389	0.818182	0.454545		53	9	21	411.031	0.111319	0.103747	0.428571	0.190476		53	9	41	334.62	0.235312	0.205571	0.634146	0.560976
54	10	11	359.47	0.062537	0.060417	1	0.181818		54	10	21	376.471	0.124348	0.115844	1	0.333333		54	10	41	325.53	0.266537	0.232155	1	0.829268		54	1	11	2264.93	0.011013	0.011069	0.909091	0.909091		54	1	21	799.308	0.022322	0.022429	0.761905	0.761905		54	1	41	565.459	0.045397	0.045586	0.609756	0.609756		54	3	11	1023.36	0.022944	0.022533	1	1		54	3	21	242.386	0.044996	0.043227	1	1		54	3	41	365.872	0.094902	0.087455	0.341463	0.463415		54	5	11	265.988	0.03414	0.033233	1	1		54	5	21	318.115	0.067788	0.064097	0.238095	0.333333		54	5	41	311.075	0.14226	0.127254	0.414634	0.463415		54	7	11	298.947	0.046125	0.044744	1	1		54	7	21	308.446	0.090821	0.085155	0.619048	0.190476		54	7	41	410.342	0.190463	0.16771	0.536585	0.512195		54	9	11	347.967	0.06032	0.058264	0.818182	0.454545		54	9	21	426.633	0.113331	0.105674	0.47619	0.142857		54	9	41	342.213	0.239068	0.208762	0.609756	0.609756
55	10	11	367.178	0.063822	0.061701	1	0.181818		55	10	21	395.641	0.126601	0.118109	1	0.333333		55	10	41	329.534	0.270483	0.235888	1	0.804878		55	1	11	2327.18	0.011155	0.011212	0.909091	0.909091		55	1	21	860.757	0.022722	0.022832	0.761905	0.761905		55	1	41	626.875	0.046171	0.046423	0.609756	0.609756		55	3	11	1024.33	0.023296	0.022871	1	1		55	3	21	244.292	0.045839	0.044024	1	1		55	3	41	373.852	0.095366	0.088086	0.341463	0.463415		55	5	11	267.074	0.035003	0.034089	1	1		55	5	21	325.309	0.068767	0.06505	0.285714	0.380952		55	5	41	320.308	0.144365	0.129195	0.365854	0.512195		55	7	11	305.603	0.048181	0.046721	1	1		55	7	21	321.188	0.092093	0.086373	0.571429	0.238095		55	7	41	421.984	0.19412	0.170838	0.536585	0.585366		55	9	11	391.067	0.061061	0.059132	0.818182	0.454545		55	9	21	488.042	0.11551	0.107831	0.47619	0.190476		55	9	41	348.812	0.243505	0.212802	0.634146	0.585366
56	10	11	372.972	0.065075	0.062916	1	0.272727		56	10	21	402.363	0.129051	0.120339	1	0.333333		56	10	41	346.184	0.275048	0.23996	1	0.829268		56	1	11	2389.16	0.011317	0.011374	0.909091	0.909091		56	1	21	922.176	0.023005	0.023092	0.761905	0.761905		56	1	41	688.314	0.046907	0.04715	0.609756	0.609756		56	3	11	1085.8	0.023861	0.023387	1	1		56	3	21	250.514	0.046656	0.044832	1	1		56	3	41	385.705	0.096811	0.089436	0.341463	0.439024		56	5	11	267.572	0.03539	0.034476	1	1		56	5	21	331.178	0.070012	0.066196	0.285714	0.428571		56	5	41	335.686	0.147861	0.132206	0.414634	0.560976		56	7	11	312.947	0.048476	0.046946	1	1		56	7	21	330.233	0.094169	0.088277	0.571429	0.333333		56	7	41	442.569	0.19772	0.174229	0.560976	0.585366		56	9	11	399.36	0.063057	0.061101	0.818182	0.454545		56	9	21	495.597	0.117406	0.10962	0.47619	0.190476		56	9	41	355.968	0.24755	0.216647	0.609756	0.536585
57	10	11	377.818	0.066256	0.064021	1	0.272727		57	10	21	408.062	0.131443	0.122604	1	0.285714		57	10	41	367.77	0.280272	0.244491	1	0.853659		57	1	11	2450.95	0.011538	0.011598	0.909091	0.909091		57	1	21	983.612	0.023571	0.023681	0.857143	0.857143		57	1	41	699.505	0.047725	0.047957	0.682927	0.682927		57	3	11	1088.55	0.024454	0.023962	1	1		57	3	21	253.856	0.04744	0.045594	1	1		57	3	41	389.9	0.098648	0.091129	0.414634	0.463415		57	5	11	328.979	0.036139	0.035206	1	1		57	5	21	337.154	0.071146	0.067298	0.285714	0.380952		57	5	41	347.043	0.149711	0.134177	0.365854	0.585366		57	7	11	317.929	0.048971	0.047495	1	1		57	7	21	336.891	0.095925	0.089887	0.52381	0.333333		57	7	41	450.923	0.200863	0.177186	0.512195	0.560976		57	9	11	402.463	0.06452	0.062652	0.818182	0.454545		57	9	21	503.42	0.120607	0.112594	0.52381	0.190476		57	9	41	361.566	0.251866	0.220644	0.634146	0.585366
58	10	11	412.242	0.067361	0.065122	1	0.181818		58	10	21	423.623	0.133362	0.124481	1	0.285714		58	10	41	400.225	0.284891	0.248666	1	0.926829		58	1	11	2512.78	0.011695	0.011755	0.909091	0.909091		58	1	21	1045.05	0.023957	0.024083	0.809524	0.809524		58	1	41	717.65	0.048877	0.049045	0.658537	0.658537		58	3	11	1150	0.024661	0.02422	1	1		58	3	21	255.911	0.048263	0.046367	1	1		58	3	41	423.057	0.101051	0.093442	0.390244	0.439024		58	5	11	330.477	0.036736	0.035769	1	1		58	5	21	345.889	0.072699	0.068807	0.238095	0.428571		58	5	41	360.352	0.152094	0.136501	0.390244	0.609756		58	7	11	325.557	0.050245	0.048726	1	1		58	7	21	348.075	0.098398	0.092301	0.52381	0.333333		58	7	41	465.053	0.203412	0.180177	0.536585	0.609756		58	9	11	407.611	0.068842	0.066296	0.818182	0.454545		58	9	21	509.265	0.121734	0.113745	0.52381	0.333333		58	9	41	374.23	0.256017	0.22448	0.609756	0.585366
59	10	11	425.984	0.068469	0.066224	1	0.181818		59	10	21	430.693	0.13596	0.127002	1	0.285714		59	10	41	404.411	0.289417	0.252828	1	0.926829		59	1	11	2574.8	0.011967	0.012027	0.909091	0.909091		59	1	21	1106.47	0.024349	0.024461	0.809524	0.809524		59	1	41	779.066	0.049504	0.049713	0.658537	0.658537		59	3	11	1211.47	0.024867	0.024423	1	1		59	3	21	264.912	0.049036	0.047164	1	1		59	3	41	427.337	0.101993	0.094318	0.365854	0.439024		59	5	11	391.867	0.037452	0.036486	1	1		59	5	21	359.043	0.073955	0.069961	0.238095	0.380952		59	5	41	366.198	0.154396	0.138752	0.463415	0.609756		59	7	11	330.518	0.051231	0.049725	1	1		59	7	21	353.243	0.099811	0.093814	0.47619	0.333333		59	7	41	481.074	0.206599	0.183031	0.536585	0.609756		59	9	11	421.032	0.068496	0.06592	0.818182	0.454545		59	9	21	519.009	0.124284	0.116137	0.52381	0.285714		59	9	41	384.215	0.259911	0.228008	0.609756	0.609756
60	10	11	431.033	0.069925	0.067619	1	0.272727		60	10	21	438.153	0.138004	0.128912	1	0.47619		60	10	41	412.158	0.293983	0.256967	1	0.902439		60	1	11	2636.66	0.012166	0.012227	0.909091	0.909091		60	1	21	1167.92	0.024718	0.024807	0.761905	0.761905		60	1	41	840.466	0.050367	0.050536	0.658537	0.658537		60	3	11	1212.45	0.02553	0.025081	1	1		60	3	21	266.044	0.049933	0.047962	1	1		60	3	41	437.183	0.103825	0.095929	0.390244	0.390244		60	5	11	395.315	0.037763	0.036837	1	1		60	5	21	420.542	0.075218	0.071228	0.238095	0.333333		60	5	41	372.365	0.156965	0.140801	0.463415	0.634146		60	7	11	342.312	0.05259	0.050926	1	1		60	7	21	409.547	0.100874	0.094805	0.47619	0.333333		60	7	41	488.743	0.210655	0.186379	0.560976	0.560976		60	9	11	426.612	0.067894	0.06532	0.818182	0.454545		60	9	21	523.7	0.125888	0.117687	0.47619	0.238095		60	9	41	390.922	0.263352	0.230876	0.585366	0.585366
61	10	11	438.51	0.070899	0.068528	1	0.272727		61	10	21	446.881	0.139998	0.130836	1	0.47619		61	10	41	431.933	0.298883	0.261338	1	0.926829		61	1	11	2698.19	0.012283	0.012342	0.909091	0.909091		61	1	21	1229.32	0.025179	0.025289	0.761905	0.761905		61	1	41	901.859	0.051325	0.051432	0.658537	0.658537		61	3	11	1273.92	0.025829	0.025366	1	0.909091		61	3	21	266.501	0.050748	0.048817	1	1		61	3	41	447.543	0.105237	0.097341	0.414634	0.463415		61	5	11	456.702	0.03855	0.037589	1	1		61	5	21	424.71	0.076212	0.072174	0.238095	0.428571		61	5	41	385.996	0.159767	0.143452	0.512195	0.609756		61	7	11	348.415	0.053199	0.051622	1	1		61	7	21	414.691	0.102573	0.096349	0.52381	0.380952		61	7	41	494.729	0.216628	0.191777	0.560976	0.609756		61	9	11	444.082	0.071819	0.069727	0.818182	0.454545		61	9	21	551.324	0.128426	0.119905	0.52381	0.285714		61	9	41	407.625	0.268678	0.235846	0.609756	0.560976
62	10	11	444.167	0.072089	0.069788	1	0.0909091		62	10	21	454.106	0.142405	0.13313	1	0.47619		62	10	41	493.932	0.305755	0.267532	1	0.95122		62	1	11	2759.88	0.012525	0.012589	0.909091	0.909091		62	1	21	1290.75	0.025422	0.025548	0.761905	0.761905		62	1	41	963.265	0.05185	0.05207	0.658537	0.658537		62	3	11	1282.77	0.026152	0.02569	1	0.909091		62	3	21	266.559	0.051533	0.049546	1	1		62	3	41	453.288	0.107252	0.09905	0.390244	0.487805		62	5	11	460.042	0.039037	0.038048	1	1		62	5	21	445.171	0.078627	0.074432	0.190476	0.333333		62	5	41	399.398	0.162201	0.146114	0.487805	0.609756		62	7	11	370.417	0.054117	0.052511	1	1		62	7	21	422.272	0.104168	0.097869	0.52381	0.428571		62	7	41	507.773	0.218259	0.193195	0.585366	0.609756		62	9	11	451.23	0.070567	0.068607	0.909091	0.454545		62	9	21	556.659	0.130003	0.121627	0.52381	0.333333		62	9	41	468.991	0.272521	0.239435	0.609756	0.512195
63	10	11	449.775	0.073421	0.071019	1	0.181818		63	10	21	468.921	0.144734	0.135307	1	0.428571		63	10	41	505.785	0.309068	0.270467	1	0.926829		63	1	11	2821.7	0.013078	0.013149	0.909091	0.909091		63	1	21	1352.19	0.025908	0.026018	0.761905	0.761905		63	1	41	965.381	0.052967	0.053191	0.658537	0.658537		63	3	11	1344.24	0.026416	0.025956	1	0.909091		63	3	21	267.691	0.052232	0.050232	1	1		63	3	41	478.451	0.11131	0.102878	0.439024	0.512195		63	5	11	460.953	0.039655	0.038682	1	1		63	5	21	460.617	0.079043	0.074858	0.190476	0.333333		63	5	41	415.326	0.166193	0.14954	0.487805	0.609756		63	7	11	372.247	0.054746	0.053186	1	1		63	7	21	445.409	0.105569	0.099199	0.571429	0.428571		63	7	41	527.107	0.221872	0.196599	0.560976	0.609756		63	9	11	454.567	0.072611	0.070403	0.909091	0.454545		63	9	21	569.871	0.131805	0.123349	0.52381	0.333333		63	9	41	498.13	0.277086	0.243567	0.634146	0.512195
64	10	11	454.545	0.074476	0.072085	1	0.181818		64	10	21	488.663	0.146884	0.137407	1	0.428571		64	10	41	511.121	0.313129	0.274455	1	0.878049		64	1	11	2883.48	0.013244	0.013307	0.909091	0.909091		64	1	21	1413.61	0.026225	0.026388	0.761905	0.761905		64	1	41	1026.8	0.053725	0.053939	0.658537	0.658537		64	3	11	1344.29	0.026956	0.026501	1	0.909091		64	3	21	329.1	0.05314	0.051112	1	1		64	3	41	487.902	0.139044	0.124955	0.439024	0.512195		64	5	11	464.004	0.040414	0.039415	1	1		64	5	21	468.024	0.080129	0.075874	0.238095	0.333333		64	5	41	437.511	0.170243	0.153331	0.487805	0.585366		64	7	11	384.694	0.055602	0.053982	1	1		64	7	21	454.684	0.106955	0.10054	0.619048	0.428571		64	7	41	540.717	0.223132	0.198361	0.585366	0.609756		64	9	11	459.488	0.070438	0.067381	0.909091	0.454545		64	9	21	583.605	0.134614	0.125895	0.52381	0.333333		64	9	41	509.463	0.281645	0.247652	0.658537	0.536585
65	10	11	467.886	0.075092	0.072741	1	0.181818		65	10	21	499.311	0.148997	0.139554	1	0.47619		65	10	41	523.971	0.317558	0.279443	1	0.878049		65	1	11	2945.45	0.013259	0.013323	0.909091	0.909091		65	1	21	1475.02	0.026622	0.026751	0.714286	0.714286		65	1	41	1088.22	0.054525	0.054705	0.658537	0.658537		65	3	11	1405.77	0.027533	0.027049	1	0.909091		65	3	21	390.495	0.053954	0.051953	1	1		65	3	41	494.591	0.113344	0.105126	0.439024	0.512195		65	5	11	525.415	0.041071	0.040021	1	1		65	5	21	475.158	0.081005	0.076896	0.333333	0.380952		65	5	41	450.582	0.170843	0.15409	0.487805	0.609756		65	7	11	388.507	0.056458	0.054752	1	1		65	7	21	460.587	0.108288	0.102105	0.571429	0.571429		65	7	41	547.325	0.226732	0.20181	0.609756	0.634146		65	9	11	468.275	0.071546	0.069417	0.909091	0.454545		65	9	21	617.262	0.135738	0.127317	0.571429	0.285714		65	9	41	515.363	0.283767	0.25054	0.658537	0.609756
66	10	11	472.961	0.076384	0.073921	1	0.181818		66	10	21	506.916	0.1513	0.141514	1	0.47619		66	10	41	536.313	0.322594	0.283587	1	0.853659		66	1	11	3007.39	0.013294	0.01336	0.909091	0.909091		66	1	21	1536.42	0.026932	0.027045	0.809524	0.809524		66	1	41	1149.65	0.055389	0.055625	0.658537	0.658537		66	3	11	1467.25	0.027867	0.027386	1	1		66	3	21	451.867	0.05497	0.052894	1	1		66	3	41	502.592	0.114745	0.106046	0.487805	0.536585		66	5	11	579.24	0.041863	0.040835	1	1		66	5	21	492.415	0.082606	0.078388	0.333333	0.380952		66	5	41	466.003	0.173771	0.156369	0.512195	0.707317		66	7	11	396.147	0.057352	0.055655	1	1		66	7	21	468.832	0.110576	0.1041	0.571429	0.571429		66	7	41	552.557	0.230127	0.204622	0.585366	0.634146		66	9	11	478.33	0.071866	0.069677	0.909091	0.454545		66	9	21	629.749	0.138475	0.129639	0.571429	0.380952		66	9	41	522.014	0.290081	0.255945	0.682927	0.512195
67	10	11	494.22	0.077492	0.075003	1	0.0909091		67	10	21	514.377	0.153729	0.143908	1	0.380952		67	10	41	549.147	0.326647	0.287443	1	0.878049		67	1	11	3069.84	0.013467	0.013535	0.909091	0.909091		67	1	21	1597.85	0.027483	0.027565	0.809524	0.809524		67	1	41	1211.07	0.056585	0.056803	0.658537	0.658537		67	3	11	1490.14	0.028193	0.027717	1	1		67	3	21	513.232	0.055486	0.05341	1	1		67	3	41	514.626	0.117045	0.108226	0.463415	0.512195		67	5	11	640.615	0.042284	0.041255	1	1		67	5	21	495.935	0.083354	0.079077	0.333333	0.380952		67	5	41	471.965	0.175528	0.157811	0.487805	0.707317		67	7	11	399.081	0.057924	0.05629	1	1		67	7	21	475.99	0.113126	0.10654	0.571429	0.52381		67	7	41	575.205	0.233571	0.207875	0.609756	0.634146		67	9	11	492.414	0.075465	0.073259	0.909091	0.454545		67	9	21	634.341	0.140234	0.131254	0.619048	0.47619		67	9	41	544.242	0.293468	0.259237	0.682927	0.536585
68	10	11	500.122	0.078717	0.076188	1	0.0909091		68	10	21	522.832	0.156124	0.146125	1	0.428571		68	10	41	559.696	0.331047	0.291306	1	0.878049		68	1	11	3131.66	0.013655	0.013718	0.909091	0.909091		68	1	21	1659.28	0.027837	0.027953	0.809524	0.809524		68	1	41	1214.07	0.057249	0.057503	0.658537	0.658537		68	3	11	1490.75	0.028785	0.028323	1	1		68	3	21	514.099	0.056222	0.054131	1	1		68	3	41	526.75	0.119232	0.110492	0.439024	0.512195		68	5	11	650.136	0.042854	0.041839	1	1		68	5	21	503.059	0.08473	0.080423	0.333333	0.428571		68	5	41	486.691	0.178416	0.16053	0.609756	0.707317		68	7	11	404.722	0.058772	0.057082	1	1		68	7	21	490.968	0.11529	0.108719	0.571429	0.47619		68	7	41	589.133	0.237431	0.211295	0.682927	0.658537		68	9	11	500.55	0.077266	0.074914	0.909091	0.454545		68	9	21	644.183	0.142046	0.133076	0.571429	0.428571		68	9	41	572.273	0.297412	0.262474	0.682927	0.609756
69	10	11	504.482	0.07995	0.077461	1	0.0909091		69	10	21	537.554	0.15829	0.148227	1	0.52381		69	10	41	576.935	0.338236	0.297749	1	0.902439		69	1	11	3193.69	0.013853	0.01392	0.909091	0.909091		69	1	21	1720.72	0.028244	0.028358	0.809524	0.809524		69	1	41	1220.91	0.057839	0.058128	0.658537	0.658537		69	3	11	1552.24	0.029311	0.028812	1	1		69	3	21	575.471	0.056963	0.054932	1	1		69	3	41	532.309	0.12166	0.112786	0.414634	0.487805		69	5	11	661.463	0.043586	0.042529	1	1		69	5	21	516.539	0.086113	0.081658	0.380952	0.428571		69	5	41	493.405	0.181737	0.163466	0.658537	0.682927		69	7	11	407.806	0.059234	0.057574	1	1		69	7	21	496.211	0.115021	0.108347	0.714286	0.52381		69	7	41	599.094	0.239944	0.213546	0.658537	0.731707		69	9	11	504.744	0.074393	0.072111	0.909091	0.454545		69	9	21	655.029	0.144455	0.135425	0.571429	0.428571		69	9	41	587.4	0.302431	0.267041	0.682927	0.609756
70	10	11	524.365	0.08085	0.078285	1	0.0909091		70	10	21	551.05	0.160474	0.150326	1	0.428571		70	10	41	591.614	0.343071	0.30136	1	0.902439		70	1	11	3255.77	0.014052	0.014119	0.909091	0.909091		70	1	21	1782.16	0.028894	0.029031	0.809524	0.809524		70	1	41	1221.89	0.058809	0.059049	0.658537	0.658537		70	3	11	1554.53	0.029515	0.028996	1	1		70	3	21	636.851	0.057998	0.055859	1	1		70	3	41	544.72	0.121761	0.112876	0.487805	0.463415		70	5	11	722.865	0.044247	0.043174	1	1		70	5	21	521.762	0.087494	0.083112	0.47619	0.380952		70	5	41	501.275	0.182674	0.164191	0.658537	0.731707		70	7	11	411.004	0.060048	0.058352	1	1		70	7	21	504.62	0.118641	0.112005	0.666667	0.619048		70	7	41	612.835	0.244324	0.217316	0.682927	0.731707		70	9	11	513.28	0.07628	0.073976	0.909091	0.454545		70	9	21	668.44	0.146627	0.137516	0.619048	0.428571		70	9	41	601.145	0.308145	0.271741	0.682927	0.609756
71	10	11	530.175	0.083735	0.081089	1	0.0909091		71	10	21	560.332	0.163154	0.152682	1	0.47619		71	10	41	597.785	0.34957	0.306804	1	0.926829		71	1	11	3317.92	0.014268	0.014339	0.909091	0.909091		71	1	21	1843.58	0.029351	0.029473	0.809524	0.809524		71	1	41	1283.3	0.059363	0.059611	0.658537	0.658537		71	3	11	1555.17	0.030113	0.029601	1	1		71	3	21	638.848	0.058787	0.056633	1	1		71	3	41	549.748	0.123126	0.11435	0.536585	0.439024		71	5	11	724.982	0.044877	0.043765	1	1		71	5	21	531.293	0.088657	0.084233	0.428571	0.380952		71	5	41	513.162	0.185551	0.167012	0.609756	0.731707		71	7	11	412.889	0.060833	0.059153	1	1		71	7	21	520.472	0.118892	0.111879	0.619048	0.571429		71	7	41	624.419	0.246642	0.219619	0.682927	0.682927		71	9	11	524.334	0.080803	0.078221	0.909091	0.454545		71	9	21	675.974	0.148946	0.139736	0.619048	0.428571		71	9	41	607.625	0.31289	0.276038	0.731707	0.634146
72	10	11	535.973	0.08364	0.080971	1	0.0909091		72	10	21	577.344	0.164873	0.154624	1	0.52381		72	10	41	613.408	0.353594	0.310951	1	0.878049		72	1	11	3380.43	0.014434	0.014506	0.909091	0.909091		72	1	21	1904.99	0.030081	0.030202	0.857143	0.857143		72	1	41	1285.25	0.059695	0.059961	0.658537	0.658537		72	3	11	1556.51	0.030472	0.029959	1	1		72	3	21	648.01	0.059506	0.057326	1	1		72	3	41	562.181	0.12472	0.115467	0.560976	0.487805		72	5	11	735.577	0.045567	0.044462	1	1		72	5	21	538.352	0.089901	0.085464	0.428571	0.380952		72	5	41	518.378	0.187171	0.169088	0.658537	0.731707		72	7	11	425.298	0.062588	0.060865	1	1		72	7	21	534.901	0.120787	0.11407	0.619048	0.571429		72	7	41	630.87	0.250983	0.22365	0.682927	0.634146		72	9	11	530.109	0.080111	0.077782	0.909091	0.454545		72	9	21	737.359	0.150168	0.141024	0.619048	0.47619		72	9	41	619.655	0.31638	0.278745	0.731707	0.658537
73	10	11	544.391	0.085086	0.082419	1	0.272727		73	10	21	632.933	0.16706	0.156683	1	0.571429		73	10	41	622.041	0.35804	0.314658	1	0.853659		73	1	11	3443.16	0.014655	0.014723	0.909091	0.909091		73	1	21	1966.4	0.029862	0.030003	0.857143	0.857143		73	1	41	1346.68	0.060567	0.060885	0.658537	0.658537		73	3	11	1617.98	0.03132	0.030789	1	1		73	3	21	709.383	0.060129	0.05795	1	1		73	3	41	580.989	0.125725	0.116615	0.585366	0.487805		73	5	11	796.952	0.046077	0.044946	1	1		73	5	21	545.667	0.090861	0.086235	0.47619	0.380952		73	5	41	535.849	0.189621	0.171445	0.634146	0.682927		73	7	11	427.371	0.063538	0.061792	1	1		73	7	21	542.132	0.122164	0.115179	0.666667	0.619048		73	7	41	645.427	0.253983	0.226512	0.707317	0.634146		73	9	11	541.977	0.085757	0.082871	0.909091	0.454545		73	9	21	744.023	0.152394	0.143166	0.619048	0.571429		73	9	41	629.55	0.321099	0.283144	0.731707	0.707317
